,Pos,Name,Gun Time,Net Time,Representing,Category (Pos),Overall Pos,Unnamed: 7,Links,Speed_5km,Speed_10km,Speed_15km,Speed_20km,Speed_25km,Speed_30km,Speed_35km,Speed_40km,COV
409,1004,WEE KEONG YONG (#5502),04:43:49,04:30:45,SGP  |,50-59  (154),1155,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5502?page=21 ,332.4,373.8,364.0,356.6,374.0,388.8,436.4,437.4,0.0906
410,1005,Alan Tung (#4320),04:43:51,04:38:43,SGP  |,60-69  (9),1156,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4320?page=21 ,342.4,343.4,370.8,367.6,384.2,411.2,435.8,503.0,0.12814
411,1006,Chee Fah Lee (#1640),04:43:53,04:42:22,SGP  |,50-59  (155),1157,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1640?page=21 ,353.8,369.2,368.8,375.4,391.8,404.2,468.8,475.4,0.10857
412,1007,Boon Teck Lim (#6675),04:43:54,04:30:36,SGP  |,40-49  (351),1158,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6675?page=21 ,354.6,355.0,360.0,362.8,363.2,381.0,428.0,468.4,0.10179
413,1010,Chew Choon Tan (#4790),04:44:00,04:37:03,SGP  |,50-59  (156),1161,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4790?page=21 ,365.8,371.8,388.6,406.8,383.6,385.8,395.8,452.4,0.06392
414,1011,Chew Fah Kok (#3299),04:44:00,04:38:29,SGP  |,40-49  (352),1162,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3299?page=21 ,339.0,342.8,345.6,358.4,423.8,444.6,471.2,453.2,0.13223
415,1012,LIN MINGKAI (#4711),04:44:02,04:38:30,SGP  |,20-29  (129),1163,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4711?page=21 ,339.6,332.8,330.0,326.8,345.4,412.4,458.4,558.6,0.20164
416,1016,chong chung fat (#4028),04:44:09,04:38:39,SGP  |,50-59  (157),1167,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4028?page=21 ,328.0,322.6,324.4,337.2,378.0,359.0,499.0,575.2,0.22686
417,1020,shee wee ling (#3231),04:44:14,04:38:26,SGP  |,40-49  (356),1172,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3231?page=21 ,322.8,322.6,337.2,432.0,436.8,442.4,442.2,434.8,0.13515
418,1021,Zen Chew (#2032),04:44:16,04:43:00,SGP  |,30-39  (365),1173,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2032?page=21 ,310.4,322.8,326.4,352.4,416.0,436.8,531.2,429.6,0.18251
419,1026,TAN BOON TIAM JEFFERY (#4603),04:44:22,04:38:21,SGP  |,40-49  (359),1178,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4603?page=21 ,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,1027,SAM ONG (#8629),04:44:24,04:20:25,SGP  |,40-49  (360),1179,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/8629?page=21 ,354.8,353.0,352.0,348.6,361.0,362.0,362.0,461.4,0.09506
421,1028,KOK HENG LIEW (#5513),04:44:25,04:31:03,SGP  |,40-49  (361),1180,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5513?page=21 ,368.0,367.4,368.8,366.8,367.4,381.4,433.2,419.4,0.06519
422,1030,Jia Hui Chan (#4522),04:44:27,04:39:13,SGP  |,30-39  (366),1182,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4522?page=21 ,355.2,361.2,366.6,370.6,435.0,386.0,426.2,482.4,0.10646
423,1031,Nizam Idris (#3704),04:44:27,04:38:24,SGP  |,50-59  (159),1183,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3704?page=21 ,348.4,357.8,362.0,375.4,378.0,410.0,500.0,445.4,0.12295
424,1034,Nasser Mansor (#2394),04:44:31,04:43:15,SGP  |,50-59  (160),1187,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2394?page=21 ,360.6,380.4,374.2,383.2,428.6,398.4,449.0,458.2,0.08465
425,1035,ENG CHOON WEE (#6322),04:44:36,04:28:31,SGP  |,60-69  (10),1188,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6322?page=21 ,355.4,363.6,356.0,370.4,379.2,400.6,409.6,418.2,0.06062
426,1036,Jeffrey Goh (#5624),04:44:45,04:44:45,SGP  |,30-39  (367),1191,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5624?page=21 ,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,1039,Kasi Gopikanna Nadarajan (#2508),04:44:47,04:43:46,SGP  |,20-29  (133),1195,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2508?page=21 ,325.6,342.4,341.8,348.6,383.8,464.0,515.4,517.0,0.18744
428,1044,Tiong Meng Sih (#4216),04:45:08,04:28:17,SGP  |,40-49  (365),1201,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4216?page=21 ,370.0,349.8,353.2,363.8,388.4,389.8,406.0,416.0,0.05985
429,1051,Kelvin Tan (#1896),04:45:34,04:44:09,SGP  |,40-49  (366),1212,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1896?page=22 ,375.2,379.4,391.2,384.0,410.6,412.2,444.4,438.0,0.06118
430,1053,Boon Whye Toh (#7950),04:45:39,04:22:15,SGP  |,40-49  (367),1215,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/7950?page=22 ,316.2,338.0,342.6,356.8,391.2,400.8,404.4,418.8,0.0943
431,1055,Hee Boon Sim (#4117),04:45:47,04:38:10,SGP  |,50-59  (164),1219,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4117?page=22 ,367.8,372.4,381.0,377.6,401.6,405.4,433.0,423.8,0.05778
432,1056,Lau Jeffrey (#8586),04:45:48,04:23:04,SGP  |,40-49  (368),1220,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/8586?page=22 ,336.0,353.2,344.8,342.0,348.8,362.6,424.2,448.6,0.10673
433,1057,Andrew Tan (#4093),04:45:49,04:39:19,SGP  |,40-49  (369),1221,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4093?page=22 ,371.0,375.6,378.2,372.2,388.2,386.2,412.8,465.6,0.07602
434,1061,Neo Tiong Khai Kevin (#6189),04:45:56,04:32:33,SGP  |,60-69  (12),1225,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6189?page=22 ,356.4,363.4,365.2,372.2,399.8,398.8,417.4,425.2,0.06373
435,1066,Raymond Lim (#1766),04:46:12,04:45:07,SGP  |,40-49  (372),1231,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1766?page=22 ,280.4,287.8,301.2,329.0,375.2,405.2,562.6,721.6,0.35919
436,1067,Matthew Wee (#14609),04:46:18,03:59:09,SGP  |,50-59  (166),1233,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/14609?page=22 ,389.6,425.6,430.0,487.2,487.2,487.2,-638.6,585.6,1.11799
437,1068,Boon Kwang Lim (#3706),04:46:24,04:40:12,SGP  |,40-49  (373),1234,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3706?page=22 ,332.4,339.2,333.4,345.2,360.6,406.0,502.8,542.2,0.19578
438,1072,Hai Feng Weng (#5510),04:46:29,04:31:37,SGP  |,30-39  (380),1238,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5510?page=22 ,358.4,354.4,353.4,363.6,382.4,390.6,448.6,430.6,0.08832
439,1074,KENNETH PIAK SUAN TAN (#4140),04:46:38,04:29:34,SGP  |,50-59  (168),1241,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4140?page=22 ,338.6,340.4,342.2,354.0,372.8,403.4,472.2,456.4,0.13027
440,1079,Chian Yong Chong (#3555),04:46:55,04:40:24,SGP  |,20-29  (136),1246,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3555?page=22 ,350.8,355.8,360.6,359.6,385.4,399.6,474.4,508.0,0.13992
441,1081,Timothy Tan (#2205),04:47:03,04:44:54,SGP  |,20-29  (137),1249,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2205?page=22 ,375.4,395.2,380.0,368.6,392.6,390.2,419.4,509.0,0.10473
442,1086,Liau Wee Bin (#3520),04:47:28,04:42:19,SGP  |,60-69  (13),1255,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3520?page=22 ,353.4,364.8,355.2,358.2,383.4,388.6,531.4,484.0,0.1568
443,1088,Foo Jong Tong (#5331),04:47:38,04:34:01,SGP  |,50-59  (170),1259,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5331?page=22 ,348.6,356.4,359.2,358.2,374.6,397.2,443.0,488.0,0.11973
444,1089,SHIHAI CHEN (#2838),04:47:39,04:46:02,SGP  |,30-39  (387),1260,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2838?page=22 ,313.8,331.2,327.8,369.2,474.4,451.2,483.0,498.2,0.17994
445,1095,MENG HUI CHEW (#6154),04:48:00,04:34:39,SGP  |,30-39  (390),1268,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6154?page=22 ,376.0,388.8,377.0,381.8,381.6,380.4,392.2,448.2,0.05711
446,1100,Daniel Daniel (#3818),04:48:13,04:33:04,SGP  |,30-39  (391),1276,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3818?page=22 ,340.8,344.8,337.2,341.0,365.0,401.2,479.6,474.0,0.14596
447,1103,Yeoh Chu wei (#3564),04:48:19,04:40:46,SGP  |,40-49  (384),1280,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3564?page=23 ,332.0,319.6,355.4,392.8,433.8,436.0,429.6,467.2,0.12889
448,1109,ANTHONY PNG (#8041),04:48:29,04:26:19,SGP  |,40-49  (387),1287,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/8041?page=23 ,324.4,342.6,338.0,352.6,373.0,471.2,454.6,407.4,0.13573
449,1114,ALVIN QUEK CHEE TIONG (#4954),04:48:41,04:42:59,SGP  |,40-49  (390),1293,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4954?page=23 ,334.4,339.6,337.0,344.4,376.8,430.4,450.6,521.2,0.16439
450,1118,SEOW MING ONG (#3293),04:48:50,04:43:00,SGP  |,50-59  (173),1298,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3293?page=23 ,335.4,347.8,355.4,365.6,394.6,421.4,460.2,535.8,0.15876
451,1119,Guoyang Ye (#1990),04:48:53,04:26:44,SGP  |,40-49  (393),1299,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1990?page=23 ,324.0,340.8,342.4,455.2,368.4,395.4,393.6,415.2,0.10842
452,1121,Jeremy Lin (#3569),04:49:00,04:43:17,SGP  |,30-39  (396),1301,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3569?page=23 ,313.0,311.0,355.8,411.6,410.2,384.0,456.4,557.2,0.18927
453,1122,CHENG HYORK LOW (#4770),04:49:02,04:42:21,SGP  |,30-39  (397),1302,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4770?page=23 ,361.6,365.6,366.4,377.8,398.4,400.2,468.8,456.8,0.09792
454,1124,Andrew Ng (#1885),04:49:05,04:47:10,SGP  |,40-49  (396),1304,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1885?page=23 ,349.8,355.8,349.2,351.6,404.6,444.2,487.0,497.8,0.14687
455,1129,Cheng Hong Tay (#1846),04:49:25,04:48:06,SGP  |,40-49  (397),1309,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1846?page=23 ,360.0,362.2,367.6,377.2,392.8,411.2,508.4,482.0,0.13089
456,1130,NIXON TAN (#1533),04:49:26,04:48:03,SGP  |,30-39  (401),1311,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1533?page=23 ,363.2,358.6,365.2,387.8,412.6,430.4,470.2,474.4,0.10789
457,1132,Shane Tan (#1438),04:49:26,04:48:03,SGP  |,30-39  (402),1313,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1438?page=23 ,360.8,360.8,365.4,370.8,383.4,412.4,467.6,521.4,0.1369
458,1136,Gary Lee (#3718),04:49:34,04:43:12,SGP  |,60-69  (14),1317,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3718?page=23 ,365.4,362.2,365.0,383.8,412.6,438.0,431.2,459.4,0.08869
459,1137,CHEE KEONG TAN (#5257),04:49:36,04:36:06,SGP  |,50-59  (175),1318,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5257?page=23 ,344.2,352.4,348.8,351.2,345.4,363.0,404.8,571.8,0.18926
460,1140,DEx Tai (#1968),04:49:44,04:48:21,SGP  |,30-39  (405),1322,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1968?page=23 ,354.6,358.4,370.0,372.4,413.6,415.4,497.2,424.6,0.11132
461,1142,Yong Chee Alvin Lee (#4128),04:49:46,04:44:19,SGP  |,40-49  (400),1324,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4128?page=23 ,340.8,342.8,345.2,399.6,417.2,422.6,457.0,496.2,0.13325
462,1158,Aik Wee Ong (#6360),04:50:34,04:37:03,SGP  |,40-49  (408),1345,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6360?page=24 ,341.4,342.0,343.8,341.0,373.2,404.6,472.8,510.8,0.15947
463,1160,Kok Loon Lee (#5698),04:50:37,04:35:57,SGP  |,50-59  (176),1347,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5698?page=24 ,365.4,377.0,375.4,377.6,393.8,381.6,386.8,467.0,0.07661
464,1168,michael orenza (#2514),04:50:49,04:49:16,SGP  |,40-49  (411),1356,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2514?page=24 ,369.8,374.4,380.4,389.8,415.0,422.6,460.0,476.6,0.09134
465,1170,Adrian Tay (#1510),04:50:50,04:49:39,SGP  |,30-39  (416),1358,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1510?page=24 ,306.6,317.4,326.6,341.8,451.4,463.8,564.4,506.4,0.22599
466,1176,YAN KONG MENG (#3478),04:50:59,04:45:52,SGP  |,50-59  (179),1366,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3478?page=24 ,320.2,318.4,363.2,380.0,450.8,430.2,513.8,471.2,0.16525
467,1181,Chris Lim (#3258),04:51:19,04:45:46,SGP  |,30-39  (422),1371,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3258?page=24 ,362.8,366.4,383.2,387.2,418.4,422.4,455.4,462.8,0.08845
468,1185,XIANFENG DU (#8604),04:51:25,04:26:30,SGP  |,40-49  (416),1376,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/8604?page=24 ,374.8,355.6,348.8,361.8,360.2,377.2,461.2,403.6,0.09048
469,1186,HAN KWANG LIM (#5395),04:51:27,04:37:40,SGP  |,40-49  (417),1377,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5395?page=24 ,371.8,361.8,362.8,373.4,408.4,402.8,439.8,448.6,0.08107
470,1187,Samuel Sng (#3430),04:51:31,04:46:12,SGP  |,20-29  (148),1379,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3430?page=24 ,351.8,360.2,364.2,360.6,376.4,385.2,423.6,563.4,0.16552
471,1190,Roy Tay (#12522),04:51:42,04:16:01,SGP  |,40-49  (418),1382,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/12522?page=24 ,364.2,357.0,352.8,352.8,364.6,362.6,369.6,398.4,0.03755
472,1191,Thomas Khor (#4229),04:51:42,04:45:59,SGP  |,30-39  (425),1383,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4229?page=24 ,338.2,339.6,335.4,351.0,366.0,385.6,646.0,512.8,0.25615
473,1195,Lizhi Qiao (#12078),04:51:49,04:27:21,SGP  |,30-39  (428),1387,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/12078?page=24 ,363.4,343.2,332.8,368.0,401.4,354.0,444.8,446.6,0.10857
474,1199,JUN XIONG LOKE (#3892),04:52:00,04:45:06,SGP  |,30-39  (431),1392,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3892?page=24 ,326.8,334.6,335.6,344.0,347.6,485.0,491.8,544.2,0.20872
475,1200,Andy Ng (#6151),04:52:01,04:50:56,SGP  |,30-39  (432),1393,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6151?page=24 ,345.6,362.6,399.4,389.4,437.8,476.4,445.4,452.8,0.10499
476,1201,JAPHETH Gan (#2618),04:52:06,04:45:59,SGP  |,30-39  (433),1394,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2618?page=25 ,352.6,367.4,375.6,382.2,424.4,412.2,462.6,477.2,0.10458
477,1203,Kelvin Goh (#2593),04:52:09,04:50:34,SGP  |,30-39  (434),1396,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2593?page=25 ,349.8,351.0,349.4,369.8,418.0,464.4,545.6,460.0,0.16269
478,1209,Teo Zhong wei ervin (#4136),04:52:22,04:47:16,SGP  |,20-29  (151),1403,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4136?page=25 ,296.6,298.2,296.4,296.4,307.6,315.8,570.2,877.8,0.48708
479,1212,KWANG MIEN CHAN (#5128),04:52:27,04:36:24,SGP  |,40-49  (422),1406,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5128?page=25 ,363.2,350.0,349.2,363.6,395.4,416.8,433.4,463.2,0.10145
480,1213,CHEE WEE NG (#3592),04:52:30,04:46:59,SGP  |,40-49  (423),1407,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3592?page=25 ,340.6,345.0,358.8,375.0,407.6,443.8,464.2,497.4,0.13648
481,1214,Victor Lee (#3778),04:52:32,04:45:40,SGP  |,60-69  (15),1408,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3778?page=25 ,337.8,336.0,345.2,336.8,372.2,492.6,617.4,428.8,0.23207
482,1217,Yai Yuen Sen (#7905),04:52:43,04:30:34,SGP  |,40-49  (424),1411,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/7905?page=25 ,334.4,392.4,366.0,365.2,407.0,393.6,406.2,412.0,0.06567
483,1218,Wei kiat aaron Loh (#4431),04:52:44,04:47:34,SGP  |,20-29  (154),1412,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4431?page=25 ,341.8,338.4,337.2,342.6,337.4,495.6,615.4,476.2,0.24171
484,1219,Ahmad Fauzi (#7267),04:52:44,04:39:00,SGP  |,20-29  (155),1413,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/7267?page=25 ,295.4,293.2,301.4,323.6,375.2,501.2,615.4,476.4,0.28245
485,1222,Eric Tui (#4208),04:52:50,04:47:03,SGP  |,40-49  (425),1417,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4208?page=25 ,351.0,376.0,371.6,381.4,402.6,365.2,368.4,597.0,0.18701
486,1227,Jason Leong (#4211),04:53:10,04:47:09,SGP  |,40-49  (429),1423,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4211?page=25 ,367.0,378.0,377.4,402.2,415.6,416.6,458.8,462.0,0.08257
487,1229,Keng Hong Lim (#7748),04:53:11,04:29:16,SGP  |,20-29  (157),1425,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/7748?page=25 ,325.0,322.4,341.8,376.6,395.0,450.6,424.0,423.6,0.1199
488,1233,Evan Sim (#3703),04:53:16,04:47:24,SGP  |,50-59  (184),1430,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3703?page=25 ,344.6,366.2,376.2,375.2,419.2,436.2,459.6,489.6,0.11647
489,1235,Noah Chan (#3977),04:53:23,04:48:22,SGP  |,40-49  (431),1433,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3977?page=25 ,403.8,373.6,388.6,380.4,417.6,438.0,433.0,449.6,0.06463
490,1236,Junhong LI (#5859),04:53:24,04:38:08,SGP  |,30-39  (443),1434,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5859?page=25 ,392.0,389.0,382.2,383.4,390.2,381.0,444.4,425.0,0.05478
491,1237,Wang Guodong (#5767),04:53:26,04:36:48,SGP  |,40-49  (432),1435,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5767?page=25 ,354.0,358.2,359.4,365.0,370.2,377.8,420.6,509.4,0.12713
492,1238,Josiah Tan (#4171),04:53:33,04:29:13,SGP  |,20-29  (158),1436,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4171?page=25 ,349.8,348.2,336.8,343.6,353.8,398.4,407.6,514.8,0.14663
493,1240,KHIAM WEI OW (#3481),04:53:35,04:45:57,SGP  |,40-49  (433),1439,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3481?page=25 ,346.8,347.8,344.6,345.4,478.0,420.4,550.8,419.6,0.17576
494,1243,Dominic Cheong (#2905),04:53:43,04:51:57,SGP  |,30-39  (444),1442,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2905?page=25 ,314.2,350.0,367.2,387.0,416.8,449.4,499.2,504.2,0.15759
495,1246,Pei Han Yeo (#10921),04:53:58,04:19:13,SGP  |,30-39  (446),1446,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/10921?page=25 ,377.6,369.2,360.2,368.2,376.6,361.6,368.6,394.8,0.02776
