,Pos,Name,Gun Time,Net Time,Representing,Category (Pos),Overall Pos,Unnamed: 7,Links,Speed_5km,Speed_10km,Speed_15km,Speed_20km,Speed_25km,Speed_30km,Speed_35km,Speed_40km,COV
300,757,Khang Nguyen (#2300),04:31:20,04:29:50,SGP  |,18-19  (3),868,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2300?page=16 ,301.0,298.4,294.8,300.8,336.8,363.0,483.2,699.4,0.34522
301,758,Chan Yiap Ng (#1859),04:31:22,04:30:07,SGP  |,20-29  (100),869,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1859?page=16 ,330.8,343.0,348.2,363.0,386.6,408.2,422.4,458.0,0.10842
302,760,Irvin Tan (#6814),04:31:27,04:16:57,SGP  |,40-49  (256),871,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6814?page=16 ,347.0,347.2,348.6,342.6,347.0,361.6,391.6,411.2,0.06566
303,761,RUDY WONG (#1779),04:31:32,04:30:07,SGP  |,30-39  (279),872,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1779?page=16 ,309.4,328.2,344.8,365.2,401.2,409.2,436.6,452.6,0.12759
304,762,Quek Keng Huat (#3765),04:31:34,04:26:07,SGP  |,40-49  (257),873,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3765?page=16 ,353.0,349.0,335.6,350.0,387.2,378.4,436.0,443.2,0.10106
305,767,Alex Yeong (#4177),04:31:57,04:26:25,SGP  |,50-59  (121),879,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4177?page=16 ,343.8,351.0,342.6,355.4,399.4,394.8,418.4,427.4,0.08581
306,769,Alex Wong (#1584),04:32:08,04:30:11,SGP  |,50-59  (122),881,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1584?page=16 ,313.2,338.6,339.0,352.0,388.8,409.8,437.0,470.2,0.13439
307,771,Yieh Yuheng (#6350),04:32:09,04:18:14,SGP  |,20-29  (103),884,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6350?page=16 ,373.2,382.6,369.0,369.4,384.0,380.2,407.4,314.6,0.06634
308,775,CHIEW SHENG LIEW (#3882),04:32:29,04:27:18,SGP  |,40-49  (263),890,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3882?page=16 ,341.8,334.4,334.2,339.2,347.6,398.2,465.0,465.4,0.1423
309,776,Kok Jin Lim (#5320),04:32:31,04:32:31,SGP  |,50-59  (123),891,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5320?page=16 ,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,777,Chen Chen (#3867),04:32:36,04:26:00,SGP  |,20-29  (104),892,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3867?page=16 ,317.6,331.0,343.0,346.2,352.8,366.0,511.4,458.6,0.17018
311,780,Heng Kim Goh (#3448),04:32:45,04:26:51,SGP  |,40-49  (266),896,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3448?page=16 ,363.6,361.8,362.2,362.6,368.8,381.2,399.0,434.8,0.06395
312,782,Joseph Menon (#3484),04:32:48,04:25:32,SGP  |,40-49  (267),899,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3484?page=16 ,334.6,335.2,340.4,344.6,385.4,428.6,451.0,407.8,0.1147
313,783,Kian Huat Goh (#5989),04:32:50,04:17:54,SGP  |,30-39  (281),900,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5989?page=16 ,318.6,328.4,325.0,345.4,350.8,371.0,415.2,447.8,0.11956
314,787,Chek Nam Foo (#3788),04:33:09,04:27:51,SGP  |,40-49  (268),905,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3788?page=16 ,393.8,385.4,379.0,382.4,385.4,380.0,381.2,377.2,0.01274
315,788,Wei Lun Tan (#1785),04:33:13,04:31:37,SGP  |,30-39  (284),906,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1785?page=16 ,279.0,283.2,296.2,320.2,464.2,625.6,417.0,436.4,0.28836
316,789,Chen Hu (#3054),04:33:14,04:31:36,SGP  |,30-39  (285),907,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3054?page=16 ,299.6,317.8,328.8,337.4,352.8,404.6,571.2,480.8,0.22858
317,790,Mun Cheong Low (#1616),04:33:21,04:31:53,SGP  |,40-49  (269),908,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1616?page=16 ,319.4,349.0,344.2,361.0,383.2,405.8,515.4,398.4,0.14669
318,791,LIANG TJEN WONG (#6367),04:33:28,04:16:13,SGP  |,40-49  (270),910,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6367?page=16 ,365.8,355.2,350.0,355.0,361.0,358.6,375.4,394.2,0.03677
319,794,SWEE POH TAN (#4549),04:33:47,04:28:28,SGP  |,50-59  (124),914,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4549?page=16 ,336.8,350.6,352.4,365.6,384.6,396.0,425.0,430.8,0.08614
320,798,Oliver Koh (#3876),04:33:59,04:27:37,SGP  |,20-29  (105),920,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3876?page=16 ,369.0,382.0,386.4,380.0,381.2,381.8,392.2,396.2,0.02016
321,800,Jack Seow (#2273),04:34:02,03:59:14,SGP  |,20-29  (106),922,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2273?page=16 ,289.4,306.0,295.6,314.8,342.2,372.4,396.8,395.2,0.1218
322,801,Marcus Kai Hsiang Teo (#4038),04:34:04,04:27:42,SGP  |,20-29  (107),923,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4038?page=17 ,369.2,382.0,386.6,379.6,381.4,381.6,381.2,402.6,0.02276
323,802,De Wei Chong (#4322),04:34:04,04:27:43,SGP  |,20-29  (108),925,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4322?page=17 ,369.0,382.0,386.6,379.8,381.4,381.6,392.2,395.6,0.0199
324,805,leif Yap (#6364),04:34:23,04:19:56,SGP  |,20-29  (109),929,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6364?page=17 ,324.0,317.0,332.0,328.8,355.0,380.6,441.4,469.6,0.14676
325,812,Mark Tan (#4100),04:34:34,04:28:25,SGP  |,40-49  (278),936,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4100?page=17 ,340.0,346.6,343.2,346.2,372.4,392.0,404.0,495.6,0.12943
326,817,Ang Kwok Ching (#3881),04:35:03,04:29:44,SGP  |,40-49  (281),941,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3881?page=17 ,326.6,329.6,356.0,363.8,393.8,390.8,442.4,453.2,0.11617
327,818,Puvaneswaran Murugiah (#1988),04:35:05,04:33:48,SGP  |,30-39  (292),942,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1988?page=17 ,292.6,295.8,295.6,301.4,329.8,416.4,579.0,586.4,0.30791
328,820,Choong Kit Ow (#4610),04:35:09,04:28:42,SGP  |,30-39  (293),944,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4610?page=17 ,359.6,354.2,375.8,378.4,408.0,447.8,384.6,366.2,0.07442
329,821,Ng Jinun Ren (#2678),04:35:09,04:33:32,SGP  |,50-59  (128),945,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2678?page=17 ,347.4,345.4,357.8,357.6,385.0,391.2,435.6,469.6,0.10916
330,825,Kok kiong Ang (#1447),04:35:40,04:34:27,SGP  |,40-49  (285),950,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1447?page=17 ,329.4,345.4,358.6,360.8,371.2,491.8,470.4,405.2,0.14244
331,826,Ryan Poon (#2204),04:35:42,04:33:33,SGP  |,20-29  (110),951,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2204?page=17 ,375.2,395.4,379.8,368.6,392.4,390.4,419.4,405.2,0.0395
332,827,Kenny Wang Yazhou (#3790),04:35:45,04:30:35,SGP  |,40-49  (286),952,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3790?page=17 ,319.8,317.0,317.8,329.6,353.0,399.2,504.4,501.8,0.19809
333,829,Rosli Mohammad Zulqahhar (#1825),04:35:51,04:34:02,SGP  |,20-29  (111),954,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1825?page=17 ,347.2,345.6,354.2,373.0,403.4,392.4,434.0,457.6,0.0999
334,837,Kim Liang Ng (#4779),04:36:13,04:21:13,SGP  |,40-49  (289),965,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4779?page=17 ,331.8,337.0,327.6,338.6,370.0,390.2,423.2,442.2,0.11216
335,839,Chao Yi Teoh (#6185),04:36:17,04:23:07,SGP  |,20-29  (112),967,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6185?page=17 ,326.6,362.2,371.4,361.6,395.2,368.0,414.0,404.2,0.07003
336,840,Ching Hoon Ong (#4795),04:36:19,04:30:13,SGP  |,40-49  (291),968,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4795?page=17 ,366.8,366.2,364.8,355.0,367.4,382.2,439.4,433.8,0.08043
337,841,William Muk (#3725),04:36:19,04:29:19,SGP  |,50-59  (130),969,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3725?page=17 ,324.6,338.0,334.2,361.4,400.6,371.0,453.0,469.2,0.13446
338,842,KIM HOCK Tan (#6027),04:36:21,04:23:03,SGP  |,40-49  (292),970,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6027?page=17 ,311.6,329.2,352.0,367.4,396.6,406.4,433.2,407.4,0.10566
339,843,Jehangir Shaik Aziz (#9940),04:36:27,04:14:18,SGP  |,20-29  (113),971,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/9940?page=17 ,322.8,325.4,338.2,338.6,353.6,345.8,436.6,454.4,0.13153
340,844,Lance Low (#6952),04:36:29,04:22:43,SGP  |,30-39  (299),972,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6952?page=17 ,321.2,333.2,343.2,354.0,383.4,404.8,408.6,430.0,0.10027
341,845,Hasni Alias (#3294),04:36:38,04:31:22,SGP  |,50-59  (131),974,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3294?page=17 ,348.8,366.0,382.8,376.6,388.8,393.6,408.8,423.0,0.05673
342,846,Gin Wee Soh (#4246),04:36:43,04:31:30,SGP  |,40-49  (293),975,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4246?page=17 ,317.0,321.6,312.6,320.0,334.2,366.0,449.8,619.6,0.26325
343,848,Edmund Baey (#1719),04:36:47,04:35:36,SGP  |,40-49  (294),977,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1719?page=17 ,319.8,333.8,327.4,330.8,349.4,385.6,512.2,543.6,0.21509
344,850,Darren Lee (#1758),04:36:50,04:34:55,SGP  |,20-29  (114),979,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1758?page=17 ,349.8,355.8,349.2,343.6,351.8,378.6,495.6,469.4,0.14617
345,853,WEE LEE TAN (#5013),04:37:09,04:29:31,SGP  |,40-49  (295),982,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5013?page=18 ,392.0,378.4,364.6,368.6,375.6,384.4,389.8,419.2,0.0417
346,854,SONG NIAH CLARENCE YAP (#4513),04:37:12,04:31:24,SGP  |,40-49  (296),984,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4513?page=18 ,325.8,330.4,334.8,357.4,373.4,429.0,475.8,476.2,0.15345
347,855,Jason Chong (#1698),04:37:19,04:35:59,SGP  |,40-49  (297),985,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1698?page=18 ,322.4,343.0,357.6,371.2,470.0,411.2,432.8,434.4,0.12331
348,863,Robin Goh (#3491),04:37:55,04:31:20,SGP  |,40-49  (301),994,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3491?page=18 ,330.2,332.8,337.2,351.2,407.8,418.2,485.0,452.6,0.14412
349,866,Jared Goh (#6841),04:38:07,04:22:36,SGP  |,20-29  (116),998,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6841?page=18 ,331.2,322.0,341.6,347.8,349.0,405.2,449.8,432.4,0.12381
350,867,LIANG MENG LOY (#3827),04:38:14,04:32:36,SGP  |,30-39  (306),999,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3827?page=18 ,337.6,340.2,338.0,356.6,401.8,418.4,445.6,459.0,0.12177
351,868,Kaixiang Zhang (#3369),04:38:22,04:32:59,SGP  |,30-39  (307),1000,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3369?page=18 ,282.6,304.8,322.0,360.0,423.6,445.8,459.6,494.4,0.19229
352,876,Edmund Lim (#4819),04:38:49,04:32:00,SGP  |,50-59  (134),1010,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4819?page=18 ,346.8,357.0,349.2,352.6,374.6,396.6,447.6,478.4,0.12023
353,877,Tan Andy (#7054),04:38:49,04:24:36,SGP  |,50-59  (135),1011,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/7054?page=18 ,329.6,328.4,333.6,346.4,383.8,366.0,465.4,455.0,0.13782
354,878,Andrew Cheong (#4799),04:38:49,04:32:01,SGP  |,50-59  (136),1012,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4799?page=18 ,338.6,336.0,342.6,388.6,374.4,396.8,448.2,478.0,0.12627
355,886,Low Back Sing (#4191),04:39:25,04:34:01,SGP  |,50-59  (139),1022,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4191?page=18 ,326.0,332.2,339.4,360.8,387.4,408.2,464.2,517.8,0.16383
356,888,Wen How Sim (#1318),04:39:33,04:39:33,SGP  |,30-39  (313),1024,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1318?page=18 ,335.8,350.2,353.4,350.0,377.2,407.6,486.6,534.8,0.17144
357,895,CHEE MING SUM (#9345),04:39:56,04:13:44,SGP  |,40-49  (309),1032,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/9345?page=18 ,396.8,350.0,356.8,346.4,357.6,340.0,352.8,393.0,0.05507
358,896,Weng Yew Lam (#3515),04:40:03,04:34:23,SGP  |,40-49  (310),1033,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3515?page=18 ,316.6,316.8,323.4,355.0,389.4,482.4,496.8,440.8,0.1788
359,897,Foo Tee Boon (#6157),04:40:05,04:23:27,SGP  |,50-59  (141),1034,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6157?page=18 ,379.6,351.0,344.4,354.6,366.4,372.8,401.4,423.8,0.06748
360,899,Andrew Chang (#3613),04:40:15,04:34:12,SGP  |,50-59  (142),1036,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3613?page=18 ,361.8,375.4,374.0,388.2,423.4,400.4,403.8,398.8,0.04749
361,900,Benjamin Long (#1903),04:40:23,04:39:06,SGP  |,30-39  (317),1037,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1903?page=18 ,348.8,362.6,360.8,358.0,373.4,370.0,453.6,506.6,0.13574
362,901,Kin Wah Lum (#2600),04:40:23,04:35:09,SGP  |,40-49  (312),1038,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2600?page=19 ,327.6,333.6,334.2,363.2,375.6,399.0,467.6,535.4,0.17656
363,909,Titus Tan (#3917),04:40:46,04:33:06,SGP  |,18-19  (4),1048,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3917?page=19 ,312.6,321.4,329.0,334.6,380.0,432.0,430.2,501.6,0.16804
364,912,Nicky Nah Kah Wei (#4037),04:40:56,04:33:08,SGP  |,30-39  (323),1051,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4037?page=19 ,347.6,344.8,347.8,363.6,381.0,407.2,434.4,474.6,0.11457
365,920,DECLAN TEO MING YI (#1593),04:41:10,04:39:42,SGP  |,30-39  (328),1060,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1593?page=19 ,318.0,337.8,344.0,348.0,398.0,434.4,512.0,477.0,0.16928
366,921,Wong Xiao Nan (#6192),04:41:13,04:28:07,SGP  |,20-29  (121),1062,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6192?page=19 ,352.8,386.0,379.4,380.4,385.6,383.8,394.4,389.4,0.03075
367,922,Sunny Seng (#5501),04:41:15,04:26:11,SGP  |,50-59  (144),1063,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5501?page=19 ,379.8,381.0,379.2,368.6,373.6,379.4,385.2,389.2,0.01566
368,924,Vict Teo (#1568),04:41:21,04:40:11,SGP  |,40-49  (318),1066,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1568?page=19 ,285.2,342.2,322.6,360.2,454.8,458.8,445.0,509.2,0.18763
369,926,Martin Tan Lak Seng (#3315),04:41:23,04:36:00,SGP  |,40-49  (319),1068,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3315?page=19 ,321.8,316.4,324.6,366.4,402.0,435.2,498.4,471.2,0.1697
370,929,CHING SHYEN PHUA (#5276),04:41:27,04:28:04,SGP  |,40-49  (320),1071,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5276?page=19 ,360.2,372.2,385.2,372.6,387.6,384.0,396.2,397.2,0.03123
371,930,YEW MENG NG (#1665),04:41:27,04:39:21,SGP  |,40-49  (321),1072,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1665?page=19 ,383.0,372.8,362.8,384.0,413.2,403.4,430.6,435.0,0.06272
372,932,Jason Hung (#3354),04:41:32,04:36:21,SGP  |,40-49  (322),1074,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3354?page=19 ,350.4,354.6,358.0,364.8,378.6,429.2,444.6,471.8,0.11241
373,933,LIAW KWEK CHONG (#2560),04:41:33,04:40:15,SGP  |,30-39  (332),1075,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2560?page=19 ,309.4,355.0,360.6,383.8,443.8,424.8,440.2,450.8,0.12192
374,936,Swee Xiang Low (#5499),04:41:37,04:28:02,SGP  |,30-39  (335),1078,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5499?page=19 ,315.6,348.0,343.0,351.2,372.4,378.2,396.0,510.4,0.14718
375,938,Sea Lin Lee (#3925),04:41:38,04:36:09,SGP  |,40-49  (324),1080,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3925?page=19 ,347.8,337.2,336.0,340.0,400.2,418.2,461.6,492.2,0.14677
376,939,Craig Lim (#6547),04:41:39,04:26:51,SGP  |,20-29  (123),1081,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6547?page=19 ,340.6,350.8,357.0,371.8,379.2,393.2,416.4,442.0,0.08461
377,940,Eugene Wang (#3053),04:41:41,04:40:00,SGP  |,20-29  (124),1082,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3053?page=19 ,325.6,324.8,319.8,324.2,329.4,384.0,610.4,535.6,0.27054
378,942,Peck Hwee Seah (#4116),04:41:44,04:36:26,SGP  |,40-49  (325),1085,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4116?page=19 ,341.2,339.6,340.4,374.2,437.4,430.6,455.0,435.2,0.11917
379,945,Yuan Yi Loh (#2774),04:41:50,04:27:14,SGP  |,20-29  (125),1089,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2774?page=19 ,318.8,320.2,317.2,318.8,345.2,443.4,514.2,466.6,0.19871
380,947,Yong Horng Pang (#3276),04:41:50,04:36:17,SGP  |,50-59  (146),1091,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3276?page=19 ,357.8,367.4,371.8,377.0,399.4,402.2,417.6,456.4,0.07697
381,948,STEPHEN LEONG (#6231),04:41:51,04:28:43,SGP  |,50-59  (147),1092,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6231?page=19 ,352.4,361.6,357.6,369.4,403.6,400.6,406.4,419.6,0.06407
382,949,Hoe Wai Cheng (#7969),04:41:51,04:19:35,SGP  |,50-59  (148),1093,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/7969?page=19 ,330.2,347.4,344.0,348.0,357.6,363.2,400.6,458.4,0.10589
383,950,GABRIEL LEONG (#3676),04:41:53,04:36:38,SGP  |,30-39  (338),1094,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3676?page=19 ,358.8,361.6,364.2,358.2,446.6,408.8,445.6,418.2,0.09244
384,951,Noor Hazim Sulaimee (#3650),04:41:53,04:28:06,SGP  |,30-39  (339),1095,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3650?page=20 ,330.4,345.8,336.2,332.2,348.6,379.6,422.6,518.8,0.16203
385,952,Weng Low (#3332),04:41:58,04:41:58,SGP  |,40-49  (328),1096,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3332?page=20 ,445.6,360.4,360.8,366.6,383.8,391.8,420.8,444.8,0.08447
386,954,CHIANG YEN LEE (#3375),04:42:00,04:26:46,SGP  |,40-49  (330),1098,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3375?page=20 ,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,956,Bok Hui Ong (#2282),04:42:01,04:36:47,SGP  |,40-49  (331),1100,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2282?page=20 ,341.6,338.2,337.8,358.4,444.4,429.0,470.2,435.4,0.13166
388,957,Terence Beh (#3566),04:42:02,04:36:48,SGP  |,40-49  (332),1101,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3566?page=20 ,325.2,332.6,341.2,348.0,370.2,471.8,452.8,512.8,0.17385
389,958,Chuu jye Lan (#6218),04:42:03,04:28:11,SGP  |,30-39  (341),1102,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6218?page=20 ,323.0,328.6,351.2,341.4,383.4,430.2,453.0,441.8,0.13061
390,962,Caleb Ling (#4209),04:42:05,04:36:21,SGP  |,40-49  (334),1107,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4209?page=20 ,354.8,358.6,349.8,351.0,373.8,407.8,424.8,497.4,0.124
391,965,Shu Quan Yong (#6591),04:42:08,04:28:53,SGP  |,30-39  (346),1112,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6591?page=20 ,372.6,380.0,380.0,377.0,381.6,384.8,392.2,391.6,0.01663
392,969,Andy Low (#6179),04:42:16,04:29:11,SGP  |,40-49  (335),1116,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6179?page=20 ,307.8,329.4,337.4,359.0,378.4,405.2,485.0,459.4,0.15442
393,970,ONG CHENG PING (#2255),04:42:22,04:41:04,SGP  |,40-49  (336),1117,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2255?page=20 ,342.2,351.4,364.8,367.0,392.4,416.2,456.2,498.6,0.1292
394,973,Weng Kuen Tham (#6188),04:42:24,04:29:17,SGP  |,40-49  (337),1121,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6188?page=20 ,379.4,387.8,377.2,381.6,381.6,381.8,382.6,389.2,0.00981
395,980,Bhagwat Pant (#1587),04:42:42,04:41:16,SGP  |,40-49  (340),1128,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1587?page=20 ,350.6,354.8,364.4,368.0,403.0,404.8,437.2,510.4,0.12643
396,986,DINGZHONG WEN (#2421),04:43:05,04:41:26,SGP  |,30-39  (353),1134,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2421?page=20 ,340.4,354.2,369.8,368.0,396.8,405.8,433.8,496.2,0.11947
397,987,Joseph Jin (#8889),04:43:10,04:17:18,SGP  |,30-39  (354),1136,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/8889?page=20 ,351.4,347.2,348.2,362.6,364.8,367.4,383.4,396.8,0.04483
398,988,KWEE BENG ONG (#4193),04:43:11,04:37:30,SGP  |,40-49  (345),1137,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4193?page=20 ,340.0,349.0,338.4,342.0,367.2,438.8,463.2,478.0,0.14392
399,989,HAITAO TANG (#1351),04:43:17,04:42:07,SGP  |,30-39  (355),1138,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1351?page=20 ,293.0,297.0,299.4,304.4,326.6,340.0,393.8,945.6,0.52147
400,990,WEIJUN ZHANG (#1461),04:43:17,04:41:11,SGP  |,40-49  (346),1139,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1461?page=20 ,332.6,346.4,341.2,336.6,384.8,413.4,494.4,539.2,0.18517
401,992,Jun Wei Yap (#4254),04:43:21,04:36:19,SGP  |,30-39  (357),1141,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4254?page=20 ,327.2,330.6,336.0,366.8,366.8,459.8,476.4,470.2,0.15687
402,994,SZE LIANG LEE (#5271),04:43:29,04:27:33,SGP  |,40-49  (347),1143,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5271?page=20 ,378.0,376.6,367.6,366.6,372.8,385.4,391.6,412.4,0.03707
403,997,Norman Ng (#1768),04:43:37,04:42:29,SGP  |,50-59  (151),1146,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1768?page=20 ,364.8,372.6,379.8,380.6,391.2,408.2,451.0,468.2,0.08854
404,999,Hean Kin Au Yong (#6361),04:43:39,04:29:22,SGP  |,40-49  (350),1149,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6361?page=20 ,332.2,335.4,335.6,342.4,374.8,411.6,437.0,487.6,0.14178
405,1000,HO STEVEN (#3441),04:43:43,04:38:13,SGP  |,50-59  (152),1150,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3441?page=20 ,339.0,337.6,337.0,350.0,394.8,418.2,584.4,393.2,0.19693
406,1001,Winson Khoo (#5575),04:43:43,04:28:47,SGP  |,30-39  (359),1151,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5575?page=21 ,337.0,349.2,357.2,348.8,375.0,382.4,451.0,439.6,0.10573
407,1002,Christopher Tse (#6574),04:43:44,04:30:33,SGP  |,50-59  (153),1152,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6574?page=21 ,353.4,348.2,347.0,368.8,420.0,395.0,429.4,422.4,0.08579
408,1003,Daryl Ang (#3297),04:43:44,04:38:18,SGP  |,30-39  (360),1153,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/3297?page=21 ,337.8,339.8,350.6,360.6,426.6,413.4,423.8,504.4,0.13766
